Daytime/evening attendance,Previous qualification (grade),Mother's qualification,Father's qualification,Admission grade,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
1,2.0,1,1,1.555,0,0,1,0,0,1,0,0,7,7,7,6.25,0,8,8,8,6.569,1
1,4.636,2,3,3.227,0,0,1,0,0,1,0,0,8,10,8,6.43,0,8,10,8,6.43,1
1,4.091,3,3,3.364,0,0,1,0,0,1,0,0,6,10,6,6.125,0,6,9,6,6.857,1
1,2.455,3,3,2.136,0,0,1,0,1,1,0,0,5,7,4,6.0,0,5,5,5,6.1,1
1,6.364,2,2,5.855,0,0,1,0,1,1,0,0,7,9,7,7.558,0,8,9,8,8.084,1
1,4.182,2,2,2.909,0,1,0,0,0,1,0,0,5,6,2,6.25,0,5,6,4,5.125,0
1,4.818,1,2,3.455,0,0,1,0,0,1,0,0,6,11,0,0.0,0,6,0,0,0.0,0
1,2.727,1,2,2.473,0,0,1,0,0,1,0,0,6,8,6,5.938,0,6,11,4,7.3,1
1,5.455,1,1,5.455,0,0,1,0,0,2,0,1,5,6,1,5.5,0,5,5,0,0.0,0
1,4.727,2,2,5.936,0,0,1,0,0,1,0,0,5,5,5,7.6,0,5,6,5,6.6,1
1,2.727,3,3,2.727,0,1,0,0,0,1,0,2,6,7,5,5.8,1,6,12,2,5.5,0
1,6.364,1,2,2.373,0,1,1,0,0,2,0,0,6,6,6,7.417,0,6,7,6,7.571,1
1,3.918,3,3,2.627,0,0,1,0,0,1,0,0,6,12,3,5.667,0,6,10,3,5.667,0
1,4.727,2,2,3.391,0,0,1,0,1,1,0,0,5,5,5,5.6,0,5,5,5,5.9,1
1,2.818,3,3,2.155,0,0,1,0,1,1,0,0,6,8,5,6.7,0,6,9,5,6.833,1
1,4.091,1,1,2.591,0,0,1,0,0,2,0,0,5,12,2,5.25,0,5,5,0,0.0,0
1,5.727,1,3,5.155,0,0,1,0,0,1,0,0,5,5,5,8.1,0,5,5,5,8.2,1
1,4.545,2,2,3.118,0,0,1,0,1,1,0,0,7,7,7,7.271,0,8,11,8,7.441,1
1,5.636,3,2,4.345,0,0,1,0,0,1,0,0,7,7,7,6.847,0,8,9,8,7.178,1
1,2.727,2,3,3.655,0,0,1,0,1,1,0,0,6,8,6,5.643,0,6,10,6,5.929,1
1,5.455,2,2,5.455,0,1,0,0,0,2,0,0,3,3,0,0.0,0,6,0,0,0.0,0
1,0.909,3,3,0.909,0,0,1,0,1,1,0,0,8,8,7,6.529,0,8,8,7,6.529,1
1,5.455,1,1,5.964,0,0,1,0,0,1,0,0,7,7,7,7.15,0,8,9,8,7.028,1
1,3.091,3,3,2.491,0,0,1,0,0,1,0,3,10,15,5,5.9,4,10,14,8,6.0,1
1,2.818,2,2,2.5,0,0,1,0,0,1,0,0,6,7,6,5.286,0,6,11,3,5.833,1
1,4.0,1,3,2.764,0,0,1,0,0,1,0,0,7,7,6,6.667,0,7,7,6,6.667,1
1,4.0,1,1,3.718,0,1,1,0,0,1,0,0,6,10,6,5.929,0,6,9,5,5.5,1
1,5.545,2,3,5.545,0,1,1,0,0,2,0,0,5,6,0,0.0,0,5,5,0,0.0,0
1,1.545,3,3,1.227,0,0,1,0,0,1,0,0,6,7,6,6.0,0,6,7,6,6.5,1
0,3.273,3,3,2.673,0,0,1,0,0,1,0,0,6,6,6,6.333,0,6,6,6,5.833,1
1,3.909,3,3,4.036,0,0,1,0,1,1,0,0,6,6,6,6.083,0,6,9,6,6.833,1
1,4.545,3,3,4.818,0,0,1,0,0,1,0,3,6,6,6,6.667,2,6,6,6,7.333,1
1,1.818,3,1,1.818,0,1,1,0,0,3,0,0,7,8,7,7.5,0,7,7,7,7.286,1
1,4.636,3,3,3.864,0,0,1,0,1,1,0,0,8,8,8,6.696,0,8,8,8,6.696,1
1,2.909,1,1,2.245,0,0,1,0,0,1,0,0,6,9,5,6.083,0,6,8,6,6.214,1
1,6.0,1,1,6.991,0,0,1,0,0,1,0,0,5,9,4,5.625,0,5,6,4,6.25,1
1,8.909,1,1,8.027,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
0,2.727,3,3,2.455,0,0,1,0,0,2,0,0,6,7,6,6.417,0,6,8,6,6.429,1
1,3.636,1,1,5.455,0,0,1,0,0,2,0,0,6,10,6,7.0,0,6,11,6,6.55,1
1,4.545,2,2,4.1,0,0,1,0,0,1,0,0,6,7,6,6.75,0,6,8,6,6.25,1
0,3.918,3,3,4.2,0,0,1,0,0,3,0,0,5,6,5,5.5,0,5,9,5,5.833,1
1,2.727,3,3,2.364,0,0,1,0,0,3,0,0,6,8,6,6.5,0,6,6,6,6.917,1
1,2.455,2,2,2.391,0,0,1,0,0,2,0,0,6,9,4,6.3,0,6,6,4,5.75,0
1,3.0,2,2,4.0,0,0,1,0,1,1,0,0,6,6,6,6.833,0,6,6,6,6.667,1
1,3.364,1,1,3.109,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,5.545,3,3,4.045,0,1,1,0,1,1,0,0,7,7,6,7.1,0,7,7,6,7.1,1
1,3.364,2,2,2.791,0,1,0,0,0,1,0,0,6,10,5,5.5,0,6,12,0,0.0,0
1,3.909,2,1,3.373,0,0,1,0,0,1,0,0,6,7,6,7.5,0,6,7,6,8.214,1
1,3.918,3,3,3.909,0,0,1,0,0,2,0,0,7,9,6,6.293,0,8,9,7,6.721,1
0,3.918,3,3,3.473,0,0,1,0,0,2,0,0,5,0,0,0.0,0,5,0,0,0.0,0
1,6.364,1,3,7.455,0,0,1,0,0,2,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,4.545,2,3,3.5,0,0,1,0,0,1,0,0,6,7,6,5.833,0,6,10,6,5.917,1
1,5.091,3,3,3.5,0,1,1,0,0,1,0,0,6,13,3,6.333,0,6,12,2,5.0,0
1,4.545,2,3,4.773,0,0,1,0,1,1,0,7,11,18,8,6.75,4,9,16,7,6.857,1
1,3.918,3,3,1.455,0,0,1,0,1,1,0,0,6,13,6,8.077,0,6,10,6,7.875,1
1,4.182,2,3,3.227,0,0,1,0,1,1,0,0,7,7,6,7.017,0,7,7,6,7.017,1
1,2.909,3,3,2.082,0,0,1,0,1,1,0,0,7,8,7,6.929,0,7,8,6,6.833,1
1,4.364,2,2,3.164,0,0,1,0,0,1,0,0,8,8,7,6.707,0,8,8,7,6.707,0
0,6.364,3,3,4.627,0,0,1,0,0,3,0,7,11,11,11,6.773,3,7,7,7,6.786,1
1,6.455,1,2,5.309,0,0,1,0,1,1,0,0,6,6,6,6.917,0,6,7,6,7.214,1
0,4.545,1,3,3.609,0,0,1,0,0,2,0,0,5,8,5,6.0,0,5,9,5,6.429,1
1,3.918,3,3,3.473,0,0,1,0,0,2,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,3.636,3,3,2.718,0,0,0,0,0,2,0,0,5,5,0,0.0,0,5,0,0,0.0,0
1,5.636,1,1,4.636,0,0,1,0,1,1,0,0,7,7,7,7.568,0,8,8,8,7.644,1
1,3.918,3,2,4.545,0,0,1,0,1,2,0,0,7,13,5,6.37,0,8,12,6,5.489,0
1,3.182,2,2,2.455,0,0,1,0,1,1,0,0,6,7,6,6.714,0,6,6,6,6.583,1
1,4.545,1,1,4.564,0,0,1,0,0,1,0,6,11,19,9,6.278,3,9,14,8,5.556,1
1,3.091,3,3,3.573,0,0,1,0,0,1,0,0,6,8,6,5.75,0,6,7,6,5.583,1
1,4.545,3,3,5.027,0,0,1,0,0,1,0,0,6,6,6,6.833,0,6,9,6,6.167,1
0,3.636,3,3,5.109,0,0,1,0,0,2,0,10,14,16,11,5.636,6,11,16,10,6.0,1
0,6.364,3,3,6.009,0,0,1,0,1,1,0,3,6,6,6,7.333,2,6,6,6,7.083,1
1,4.636,2,3,3.491,0,1,0,0,0,1,0,0,6,8,5,6.5,0,6,8,5,5.7,0
1,2.727,1,1,2.273,0,0,0,0,0,1,0,0,5,8,2,5.25,0,5,8,2,6.167,0
1,6.909,1,2,6.245,0,0,1,0,0,1,0,0,6,7,6,7.429,0,6,7,6,7.0,1
1,5.182,1,1,3.136,0,0,1,0,1,1,0,0,8,11,7,6.43,0,8,11,7,6.43,1
1,2.818,1,2,1.991,0,0,1,0,0,1,0,5,11,12,11,5.864,5,11,14,11,6.0,1
1,5.455,3,3,5.455,0,0,1,0,1,1,0,3,6,11,6,6.571,2,6,10,3,6.0,1
1,3.091,3,2,2.2,0,1,1,0,0,1,0,0,6,6,5,5.9,0,6,9,4,6.857,0
1,0.545,3,3,0.545,0,0,1,0,0,1,0,0,5,10,3,5.333,0,5,9,0,0.0,0
1,4.727,3,3,3.755,0,0,1,0,0,1,0,0,8,8,7,7.366,0,8,8,7,7.366,1
1,4.091,1,2,4.282,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,2.727,1,2,2.727,0,0,1,0,0,1,0,9,13,14,13,6.808,6,12,12,12,7.125,1
0,4.545,1,2,4.455,0,0,1,0,0,2,0,0,5,5,5,7.9,0,5,5,5,7.4,1
1,4.091,1,2,3.555,0,0,1,0,0,1,0,0,6,6,6,7.333,0,6,7,6,7.286,1
1,3.918,3,3,3.473,0,0,1,0,0,2,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,4.273,2,2,2.8,0,0,1,0,1,1,0,0,8,8,7,7.327,0,8,8,7,7.327,1
1,2.909,2,1,4.164,0,0,1,0,0,2,0,0,8,8,7,6.201,0,8,8,7,6.201,1
1,3.455,1,1,2.627,0,0,1,0,0,1,0,0,7,8,7,5.794,0,8,9,7,7.036,1
0,4.545,3,3,4.545,0,0,1,0,0,2,0,3,5,5,5,7.0,1,5,5,5,7.8,1
1,3.818,1,3,3.373,0,0,1,0,1,1,0,0,6,9,6,6.167,0,6,6,6,5.917,1
1,3.727,3,3,4.273,0,0,1,0,0,1,0,0,5,5,5,7.0,0,5,6,5,7.7,1
1,3.273,1,1,3.4,0,0,1,0,0,1,0,0,6,13,6,7.615,0,6,10,6,6.188,1
1,3.918,2,2,0.636,0,0,1,0,0,2,0,0,6,9,5,5.8,0,6,9,3,5.5,0
1,4.182,3,3,3.3,0,0,1,0,1,1,0,0,7,7,6,5.8,0,7,7,6,5.8,1
1,4.545,1,2,3.409,0,0,1,0,0,1,0,0,7,0,0,0.0,0,8,0,0,0.0,0
1,4.091,1,1,3.327,0,0,1,0,1,1,0,0,7,7,7,6.451,0,8,9,8,6.547,1
0,6.364,1,1,2.727,0,0,1,0,0,2,0,4,7,9,7,7.071,1,5,5,5,7.4,1
1,4.545,1,1,4.545,0,0,1,0,0,2,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,4.545,1,1,3.773,0,0,1,0,0,1,0,0,8,8,8,6.627,0,8,8,8,6.627,1
1,2.273,2,1,2.018,0,0,1,0,0,1,0,0,7,7,7,6.893,0,8,8,8,7.05,1
1,4.909,3,3,5.5,0,0,1,0,0,1,0,0,7,7,6,6.958,0,7,7,6,6.958,1
1,3.455,3,3,2.818,0,0,1,0,0,1,0,0,6,8,6,6.75,0,6,9,6,6.786,1
1,4.091,2,1,3.582,0,0,1,0,0,1,0,0,5,8,0,0.0,0,5,12,0,0.0,0
1,2.818,2,3,2.218,0,0,1,0,0,1,0,0,6,10,5,5.75,0,6,9,4,7.3,1
1,4.0,3,3,2.755,0,0,1,0,1,1,0,0,8,8,7,6.041,0,8,8,7,6.041,1
0,2.727,3,3,2.727,0,0,1,0,1,2,0,0,6,8,6,5.917,0,6,10,5,6.4,1
1,3.182,3,3,2.227,0,0,1,0,1,1,0,0,5,6,5,6.7,0,5,5,5,6.2,1
1,4.636,1,1,3.436,0,0,1,0,1,1,0,0,7,7,0,0.0,0,7,7,0,0.0,0
1,4.545,1,2,3.145,0,0,1,0,0,1,0,0,6,7,5,7.1,0,6,7,6,7.286,1
1,4.909,2,2,3.664,0,0,1,0,1,1,0,0,8,8,7,6.907,0,8,8,7,6.907,1
1,3.636,2,3,2.618,0,0,1,0,1,1,0,0,6,6,6,7.25,0,6,8,6,6.833,1
1,3.918,1,1,3.909,0,0,1,0,0,1,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,3.918,3,3,3.545,0,0,1,0,0,3,0,0,7,7,6,5.65,0,7,7,6,5.65,1
1,4.182,2,3,3.864,0,0,1,0,0,1,0,0,8,9,7,6.15,0,8,9,7,6.15,1
1,3.364,2,2,2.755,0,0,1,0,1,1,0,0,8,8,7,6.347,0,8,8,7,6.347,1
1,3.0,2,2,2.236,0,0,1,0,0,1,0,0,5,5,4,5.5,0,5,5,4,5.5,1
1,3.455,3,2,2.409,0,0,1,0,1,1,0,0,6,6,6,6.5,0,6,6,6,7.083,1
1,3.455,1,1,3.436,0,0,1,0,1,1,0,0,7,8,7,7.206,0,8,8,8,8.025,1
1,4.545,1,2,3.627,0,0,1,0,0,1,0,0,7,8,7,6.464,0,8,8,8,7.031,0
1,2.818,1,2,2.627,0,0,1,0,0,1,0,0,6,6,6,6.667,0,6,10,5,6.4,1
1,3.273,3,3,2.255,0,0,1,0,0,1,0,0,8,8,7,7.201,0,8,8,7,7.201,1
1,4.091,3,3,3.0,0,0,1,0,1,1,0,0,8,8,7,6.691,0,8,8,7,6.691,1
1,3.727,2,2,2.918,0,0,1,0,0,1,0,0,7,8,7,7.066,0,8,8,8,6.992,1
1,4.545,2,3,3.064,0,0,1,0,0,1,0,0,5,11,5,5.857,0,5,6,5,6.3,1
0,3.636,3,3,2.255,0,0,1,0,0,3,0,0,6,9,6,5.583,1,6,15,2,5.5,1
1,3.636,3,3,3.636,0,0,1,0,0,2,0,0,6,7,0,0.0,0,6,6,0,0.0,0
1,4.545,3,2,2.936,0,0,1,0,0,1,0,0,6,9,5,6.8,0,6,8,5,6.0,0
1,3.636,1,2,5.673,0,0,1,0,0,3,0,4,12,14,12,6.923,5,12,18,11,7.045,1
1,3.182,3,3,2.736,0,0,1,0,1,1,0,0,6,7,6,6.25,0,6,8,6,6.667,1
1,6.364,1,1,5.918,0,0,1,0,0,1,0,0,5,5,5,8.2,0,5,5,5,7.3,1
1,3.636,2,2,3.136,0,0,1,0,1,1,0,5,11,11,11,6.909,5,11,11,11,6.727,1
1,4.909,1,1,3.355,0,0,1,0,0,1,0,0,6,8,5,5.3,0,6,11,4,5.25,1
1,3.918,1,1,5.745,0,1,1,0,0,2,0,0,5,8,5,5.1,0,5,6,5,6.1,1
0,3.918,1,1,4.091,0,0,1,0,0,2,0,7,10,10,9,5.722,4,11,11,5,5.4,0
1,3.545,3,3,3.2,0,0,1,0,1,2,0,15,16,18,16,6.5,11,13,15,13,6.633,1
1,4.909,2,3,4.664,0,0,1,0,1,1,0,0,8,9,8,6.655,0,8,9,8,6.655,1
1,2.727,3,3,2.464,0,0,1,0,1,1,0,0,6,10,5,5.286,0,6,9,5,6.1,1
1,4.909,1,3,3.318,0,0,1,0,1,1,0,0,8,8,7,6.744,0,8,8,7,6.744,1
1,3.818,2,3,2.736,0,0,1,0,1,1,0,0,6,6,6,6.167,0,6,7,6,5.917,1
1,4.727,3,2,3.491,0,0,1,0,0,2,0,0,6,11,6,5.938,0,6,9,5,6.417,0
1,4.182,2,2,4.545,0,0,1,0,0,1,0,0,7,7,6,6.983,0,7,7,6,6.983,1
1,3.918,3,3,1.818,0,0,0,0,0,2,0,0,5,10,0,0.0,0,5,10,0,0.0,0
1,2.909,1,2,2.436,0,0,1,0,0,1,0,0,5,8,4,5.75,0,5,5,5,6.4,1
1,3.918,2,2,1.318,0,0,1,0,0,1,0,0,2,2,2,6.25,0,7,0,0,0.0,0
1,4.545,3,3,4.545,0,0,1,0,0,2,0,0,7,0,0,0.0,0,8,0,0,0.0,0
1,2.455,1,1,2.109,1,0,1,0,0,1,0,0,7,10,6,5.99,0,8,11,7,6.612,1
1,4.182,1,1,3.073,0,0,1,0,0,1,0,0,7,10,6,5.807,0,8,8,8,7.019,1
1,4.636,1,2,3.336,0,0,1,0,1,1,0,0,8,8,7,7.157,0,8,8,7,7.157,1
1,3.636,1,1,3.982,0,0,1,0,0,1,0,0,7,0,0,0.0,0,8,0,0,0.0,0
1,1.091,1,2,0.964,0,0,1,0,1,1,0,0,7,9,6,6.383,0,8,10,7,6.064,1
1,3.273,1,3,3.882,0,0,1,0,1,1,0,0,6,7,6,6.333,0,6,7,5,6.1,1
1,3.182,3,2,1.509,0,0,1,0,0,1,0,4,6,7,6,5.75,0,6,10,4,5.286,0
1,2.727,1,2,4.582,0,0,1,0,0,2,0,2,6,13,5,5.7,0,6,14,4,5.875,0
1,3.818,3,3,3.482,0,0,1,0,1,1,0,0,7,8,7,7.353,0,8,8,8,7.239,1
1,3.455,3,3,2.6,0,0,1,0,1,1,0,0,7,9,6,5.907,0,8,8,7,6.771,1
1,2.273,2,1,3.036,0,0,1,0,0,2,0,1,6,8,6,6.5,0,6,8,6,5.938,1
1,3.182,3,3,3.091,0,0,1,0,0,1,0,0,6,7,6,7.429,0,6,6,6,6.667,1
1,4.273,1,1,2.845,0,0,1,0,0,1,0,0,7,7,6,6.3,0,7,7,6,6.3,1
1,3.636,2,3,3.636,0,1,0,0,0,2,0,1,5,6,2,5.75,0,5,5,1,5.5,0
1,0.909,3,3,2.727,0,0,1,0,0,2,0,0,7,9,1,5.0,0,7,0,0,0.0,0
1,2.909,1,2,3.673,0,0,1,0,0,1,0,0,6,10,5,5.9,0,6,10,5,6.1,1
1,3.273,2,3,2.609,0,0,1,0,0,1,0,0,6,7,5,5.9,0,6,6,6,6.333,1
1,3.455,3,3,3.773,0,0,1,0,0,1,0,0,8,8,8,6.386,0,8,8,8,6.386,1
1,3.455,3,3,3.555,0,0,1,0,0,1,0,0,6,6,6,6.333,0,6,7,5,7.3,1
1,3.636,1,1,3.636,0,0,0,0,0,2,0,0,5,9,1,6.0,0,4,10,0,0.0,0
1,4.091,3,1,3.891,0,0,1,0,1,1,0,0,8,12,7,5.861,0,8,12,7,5.861,1
1,4.364,2,1,3.955,0,0,1,0,0,1,0,0,6,6,6,6.333,0,6,6,6,6.833,1
1,5.455,1,1,5.109,0,0,1,0,0,1,0,0,5,12,4,6.5,0,5,6,5,7.0,0
1,3.182,1,2,2.291,1,0,1,0,0,1,0,0,5,6,0,0.0,0,5,5,0,0.0,0
0,2.727,3,3,1.073,0,0,0,0,0,2,0,0,5,5,0,0.0,0,5,10,0,0.0,0
1,4.545,3,3,0.909,0,0,1,0,0,2,0,0,5,6,4,6.25,0,5,7,4,5.875,1
0,0.909,3,2,2.9,0,0,0,0,0,3,0,0,4,4,0,0.0,0,5,0,0,0.0,0
0,4.545,3,3,2.764,0,1,0,0,0,3,0,0,5,5,0,0.0,0,4,4,0,0.0,0
1,4.545,3,3,2.764,0,1,0,0,0,3,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,2.727,3,2,5.345,0,0,1,0,0,3,0,0,6,7,6,6.25,0,6,15,5,6.2,1
1,4.364,1,1,3.0,0,0,1,0,0,2,0,0,6,10,5,6.4,0,6,9,3,5.833,0
0,3.918,3,3,0.909,0,0,1,0,0,3,0,0,6,11,1,5.0,0,6,11,1,5.5,0
1,2.545,3,3,2.009,0,0,1,0,0,2,0,0,6,11,4,5.625,0,6,10,5,5.1,0
1,4.091,3,1,3.345,0,0,1,0,1,1,0,0,8,8,7,6.305,0,8,8,7,6.305,1
1,3.636,1,2,2.355,0,0,1,0,0,1,0,0,5,14,2,6.0,0,5,6,5,6.3,1
1,5.455,1,3,3.864,0,0,0,0,0,1,1,0,6,9,5,6.5,0,6,7,6,6.75,1
1,5.364,1,1,3.836,0,0,1,0,1,1,1,0,5,9,4,6.0,0,5,8,5,6.5,1
1,8.182,1,1,8.5,0,0,1,0,0,1,1,0,7,8,4,6.0,0,8,8,0,0.0,0
1,3.918,1,1,4.182,0,0,1,1,0,2,0,0,5,12,1,6.0,0,5,9,1,5.5,0
1,5.0,1,1,2.227,0,0,1,1,0,2,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,1.818,3,3,1.845,0,1,0,1,0,2,0,0,5,5,0,0.0,0,5,9,0,0.0,0
1,5.818,1,1,4.291,0,1,1,1,0,1,0,0,6,11,5,6.812,0,6,9,4,5.875,0
1,3.909,2,3,2.891,0,0,1,1,0,1,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,5.0,1,1,3.391,0,0,1,1,0,1,0,0,8,8,7,5.845,0,8,8,7,5.845,1
1,2.727,1,2,2.727,0,1,0,1,0,1,0,0,6,11,0,0.0,0,6,12,0,0.0,0
1,5.455,1,1,5.455,0,0,1,1,0,2,0,0,0,0,0,0.0,0,0,0,0,0.0,1
0,5.455,1,1,0.909,0,0,1,1,0,2,0,0,5,10,4,5.75,0,5,11,5,5.643,1
1,5.455,1,1,5.455,0,0,1,1,0,2,0,0,5,10,1,7.0,0,5,0,0,0.0,0
1,3.364,1,2,2.445,0,0,1,1,0,1,0,0,6,7,5,5.5,0,6,7,5,6.2,1
1,4.545,2,3,4.545,0,0,1,1,0,1,0,0,6,7,6,6.429,0,6,6,6,6.583,1
1,3.455,2,1,2.918,0,0,1,1,0,1,0,0,6,9,4,6.25,0,6,6,6,5.667,0
1,3.364,2,2,6.364,0,0,1,1,0,2,0,0,7,7,7,7.264,0,8,11,8,7.509,1
1,5.455,1,2,5.455,0,0,1,1,1,1,0,0,6,8,6,6.5,0,6,10,6,6.312,1
1,5.818,1,1,4.991,0,0,1,1,1,1,0,0,7,7,7,7.979,0,8,9,8,7.594,1
1,3.182,2,3,2.391,0,0,1,1,0,1,0,0,5,8,5,6.625,0,5,8,5,5.5,1
1,3.273,2,2,2.955,0,0,1,1,0,1,0,0,5,12,3,6.0,0,5,10,3,6.0,0
1,3.918,2,1,2.273,0,1,0,1,0,2,0,0,6,10,4,6.5,0,6,9,4,6.875,0
1,2.273,2,2,2.273,0,1,1,1,0,1,0,5,11,12,9,5.889,3,8,11,3,6.833,0
1,2.455,1,1,2.709,0,0,1,1,0,1,0,0,5,10,2,5.5,0,6,10,0,0.0,0
1,3.918,1,1,0.455,0,0,1,1,0,1,0,0,5,14,0,0.0,0,5,5,0,0.0,0
1,5.455,1,1,5.455,0,0,1,1,0,2,0,9,14,16,14,6.214,3,9,13,6,5.429,0
1,6.455,3,3,4.927,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,1.909,1,1,3.473,0,0,1,1,0,2,0,0,8,8,8,6.254,0,8,8,8,6.254,1
1,4.545,1,3,4.118,0,0,1,1,0,1,0,7,12,18,11,6.045,5,12,14,11,6.0,1
0,4.455,1,1,4.609,0,0,1,1,0,2,0,0,5,13,1,5.0,0,5,8,2,5.667,0
1,3.818,2,3,3.673,0,0,1,1,0,1,0,0,6,6,6,6.75,0,6,9,5,6.6,1
1,2.636,1,1,3.018,0,0,1,1,0,1,0,0,6,6,6,7.083,0,6,8,6,6.812,1
1,3.918,2,2,2.545,0,0,1,1,0,2,0,0,6,7,6,7.0,0,6,7,6,7.357,1
1,3.918,1,1,2.727,0,0,1,1,0,2,0,0,3,4,0,0.0,0,3,5,0,0.0,0
1,3.545,3,3,2.627,0,0,1,1,0,1,0,0,5,9,3,5.833,0,5,10,3,5.667,0
1,3.455,3,2,2.473,0,0,1,1,0,1,0,0,5,7,5,7.3,0,5,5,5,7.1,1
1,2.727,1,1,2.727,0,0,1,1,0,2,0,0,6,10,5,6.5,0,6,13,5,5.75,1
0,3.636,1,1,2.555,0,0,1,1,0,1,0,0,6,7,6,6.083,0,6,9,6,6.0,1
1,3.636,3,3,3.164,0,0,1,1,0,1,0,0,5,9,0,0.0,0,5,5,1,6.0,0
1,1.909,2,1,1.5,0,0,1,1,0,1,0,0,5,10,3,5.25,0,5,11,3,5.4,0
1,2.455,2,2,1.755,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,3.918,1,1,2.727,0,0,0,1,0,2,0,0,5,12,0,0.0,0,5,8,0,0.0,0
1,5.364,1,1,4.318,0,0,1,1,0,1,0,0,8,8,7,6.914,0,8,8,7,6.914,1
1,4.0,3,3,2.764,0,0,1,0,0,1,0,0,6,7,6,5.75,0,6,6,6,5.833,1
1,4.182,3,3,4.245,0,0,1,0,0,1,0,0,6,6,4,6.75,0,6,8,6,6.812,1
0,3.918,3,1,2.591,0,0,1,0,0,2,0,0,6,12,0,0.0,0,6,0,0,0.0,0
1,4.636,2,1,3.909,0,0,1,0,0,1,0,0,7,8,7,6.269,0,8,9,7,6.307,1
1,5.273,3,3,3.909,0,0,1,0,0,1,0,0,5,10,4,6.0,0,5,9,4,6.4,1
1,1.091,3,3,1.091,0,0,1,0,0,1,0,0,6,8,5,5.9,0,6,8,5,5.8,1
1,4.818,1,2,3.991,0,0,1,0,1,1,0,0,5,5,5,7.5,0,5,5,5,7.6,1
1,2.727,3,2,3.364,0,0,1,0,0,1,0,0,5,7,3,6.0,0,5,7,5,6.6,1
1,2.818,3,3,2.764,0,0,1,0,1,1,0,0,6,6,6,6.417,0,6,7,6,6.143,1
1,2.909,3,3,3.136,0,0,1,0,0,1,0,0,6,12,6,5.833,0,6,14,3,6.0,1
1,2.909,3,1,3.082,0,0,1,0,0,1,0,0,7,9,7,6.081,0,8,8,8,6.912,1
1,3.0,2,1,2.527,0,0,1,0,0,1,0,0,6,6,6,6.917,0,6,11,6,7.278,1
1,1.818,3,1,1.818,0,0,1,0,1,1,0,2,6,9,6,6.062,2,6,7,6,6.786,1
0,2.727,3,3,4.636,0,0,1,0,0,2,0,10,15,15,11,5.727,9,13,16,11,5.773,0
1,3.918,3,2,1.955,0,0,0,0,1,1,0,0,6,10,4,6.0,0,6,14,3,5.0,0
1,4.818,3,1,4.545,0,1,0,0,0,2,0,0,7,8,6,6.333,0,7,9,5,6.3,0
1,5.364,2,3,4.027,1,0,1,0,0,1,0,0,6,7,6,6.333,0,6,9,6,6.889,1
1,3.909,3,3,3.209,0,0,1,0,0,1,0,12,18,22,18,5.944,11,13,13,13,5.731,1
1,4.545,2,3,4.545,0,0,1,0,0,2,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,2.909,2,3,2.691,0,1,0,0,0,1,0,0,6,6,4,6.5,0,6,8,4,5.8,0
1,7.273,1,1,7.273,0,0,1,0,0,2,0,4,7,7,7,8.443,3,8,9,8,7.872,1
0,2.727,1,1,5.5,0,0,1,0,0,2,0,0,6,6,6,6.25,1,6,6,6,6.167,1
1,4.818,1,3,3.455,0,0,1,0,1,1,0,0,7,9,7,6.528,0,8,8,8,7.906,1
1,2.273,1,1,1.7,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,3.0,2,1,2.873,0,1,1,0,1,1,0,0,5,7,0,0.0,0,5,5,0,0.0,0
1,3.727,3,2,3.209,0,0,1,0,1,1,0,0,8,8,7,6.178,0,8,8,7,6.178,1
1,3.364,2,3,2.509,0,0,1,0,0,1,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,2.0,3,3,1.464,0,1,1,0,1,1,0,0,7,7,7,6.929,0,7,8,7,6.286,1
0,5.455,1,3,4.536,0,0,1,0,0,2,0,0,6,9,5,6.5,0,6,6,6,7.083,1
1,2.364,1,1,1.891,0,0,1,0,0,1,0,0,6,6,6,6.417,0,6,10,6,5.583,1
1,3.636,2,3,2.527,0,0,1,0,1,1,0,0,8,8,7,6.179,0,8,8,7,6.179,1
